Day,DailyAverage,TempAvg,TempMin,TempMax,Precip,WindSpeed,Pressure,is_holiday_full,is_holiday_half,is_holiday_any,weekday,is_sunday,is_monday,is_tuesday,is_wednesday,is_thursday,is_friday,is_saturday,is_weekend_israel,is_workday_israel,is_bridge_israel,thursday_before_long_weekend,sunday_after_long_weekend,day_category_israel
2024-05-11,68164.0,23.4,19.3,26.0,0.0,12.3,1009.7,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-05-12,78358.0,20.7,15.8,24.0,1.5,11.6,1011.7,0,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,Demi-férié
2024-05-13,67968.0,20.7,17.9,23.0,1.6,14.9,1011.5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Férié complet
2024-05-14,65169.0,20.8,16.2,24.0,0.4,10.0,1012.1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,Férié complet
2024-05-15,77012.0,20.2,15.6,25.0,0.0,10.2,1014.6,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-05-16,79552.0,20.4,15.2,24.0,0.0,11.2,1017.8,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-05-17,71183.0,21.3,16.9,24.0,0.0,9.3,1018.3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-05-18,69510.0,23.1,18.9,27.0,0.0,8.7,1015.2,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-05-19,83152.0,23.6,19.0,29.0,0.0,9.8,1011.8,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-05-20,85045.0,26.2,20.0,34.0,0.0,9.1,1009.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-05-21,90268.0,24.7,21.0,28.0,0.0,10.7,1010.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-05-22,91084.0,24.9,20.0,31.0,0.0,8.8,1011.4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-05-23,91759.0,26.6,21.0,34.0,0.0,8.6,1010.5,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-05-24,73970.0,23.2,19.7,26.0,0.0,15.4,1010.8,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-05-25,72880.0,22.8,19.4,26.0,0.3,14.0,1010.3,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-05-26,83658.0,22.3,17.9,26.4,0.0,10.4,1012.2,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-05-27,87029.0,25.9,19.3,35.7,0.0,20.3,1008.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-05-28,84927.0,23.3,20.7,25.6,0.0,10.8,1011.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-05-29,83254.0,23.0,20.1,25.0,0.0,12.4,1011.7,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-05-30,82732.0,23.1,19.2,25.5,0.0,11.8,1012.8,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-05-31,71306.0,22.7,18.7,24.7,0.0,11.7,1016.1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-06-01,74017.0,23.0,18.5,25.2,0.0,13.4,1016.6,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-06-02,94086.0,25.0,22.2,27.2,0.0,14.5,1012.0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-06-03,99210.0,26.2,24.1,28.2,0.0,13.0,1007.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-06-04,98999.0,27.0,22.6,31.2,0.0,10.1,1007.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-06-05,100589.0,27.0,22.2,32.1,0.0,9.7,1007.0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-06-06,103832.0,26.6,22.5,31.5,0.0,10.7,1007.0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-06-07,88432.0,28.2,23.6,33.6,0.0,11.0,1006.5,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-06-08,87683.0,28.3,22.9,34.7,0.0,9.3,1004.1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-06-09,100404.0,27.2,25.1,29.7,0.0,12.6,1005.1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-06-10,102925.0,26.7,23.5,29.7,0.0,11.9,1008.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-06-11,91898.0,26.8,22.7,30.2,0.0,10.7,1009.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-06-12,90428.0,27.4,25.0,30.9,0.0,11.8,1010.3,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,Férié complet
2024-06-13,108571.0,27.5,25.6,29.4,0.0,12.2,1010.1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,Pont
2024-06-14,99841.0,28.4,25.7,30.5,0.0,11.4,1007.3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-06-15,98841.0,30.4,27.7,35.5,0.0,10.5,1004.9,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-06-16,104126.0,28.0,24.0,31.1,0.0,10.5,1007.1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-06-17,100091.0,27.0,23.0,30.0,0.0,10.9,1009.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-06-18,99548.0,25.9,21.6,28.4,0.0,11.8,1008.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-06-19,105659.0,27.3,25.7,29.2,0.0,13.1,1007.8,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-06-20,106862.0,27.8,26.6,29.5,0.0,13.5,1007.1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-06-21,92868.0,28.2,25.7,32.5,0.0,11.1,1006.2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-06-22,89581.0,27.4,23.7,29.9,0.0,10.3,1003.8,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-06-23,105819.0,28.0,24.7,30.9,0.1,12.1,1003.6,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-06-24,109144.0,28.6,26.7,31.4,0.0,12.1,1006.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-06-25,106980.0,27.9,23.5,31.7,0.0,10.6,1006.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-06-26,107471.0,27.8,25.7,30.2,0.0,12.2,1005.0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-06-27,101397.0,28.5,25.0,30.9,0.0,11.9,1005.1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-06-28,96257.0,28.7,25.1,31.7,0.0,11.1,1004.2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-06-29,94075.0,28.7,26.0,31.6,0.0,11.5,1002.0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-06-30,104295.0,28.1,24.6,30.7,0.1,11.2,1003.3,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-07-01,107428.0,28.7,26.2,31.2,0.0,13.2,1004.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-07-02,110272.0,28.9,26.4,31.1,0.0,13.2,1003.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-07-03,105642.0,28.9,25.1,32.2,0.0,11.0,1003.9,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-07-04,103364.0,28.5,23.2,32.7,0.0,9.6,1005.9,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-07-05,92719.0,28.4,25.9,30.4,0.0,11.9,1006.9,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-07-06,89023.0,28.4,26.7,30.6,0.0,13.1,1005.1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-07-07,107272.0,28.6,25.0,31.1,0.0,11.9,1003.7,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-07-08,112707.0,29.3,27.0,32.5,0.0,12.5,1003.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-07-09,113861.0,29.2,25.6,33.0,0.0,10.7,1003.7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-07-10,117204.0,29.2,24.9,33.7,0.0,10.1,1005.0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-07-11,111654.0,28.8,24.5,31.7,0.0,11.5,1007.1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-07-12,100376.0,29.1,24.6,33.0,0.0,10.3,1006.6,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-07-13,99785.0,29.8,26.1,33.4,0.0,11.4,1005.5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-07-14,110098.0,29.3,24.7,32.0,1.9,15.1,1004.0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-07-15,115251.0,29.6,26.1,32.2,0.0,12.6,1003.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-07-16,115440.0,29.4,25.7,33.1,0.0,11.0,1004.7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-07-17,113660.0,29.4,26.7,32.9,0.0,11.6,1006.0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-07-18,113838.0,29.5,27.2,32.4,0.0,11.7,1005.8,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-07-19,101241.0,30.0,28.0,32.6,0.0,13.2,1003.3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-07-20,101003.0,30.3,28.0,32.9,0.0,11.8,1002.4,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-07-21,116863.0,30.5,27.7,33.5,0.0,11.0,1004.6,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-07-22,122273.0,30.3,27.5,33.6,0.0,11.9,1005.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-07-23,116218.0,30.5,28.1,33.6,0.0,11.9,1005.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-07-24,116299.0,29.8,26.1,32.2,0.0,12.4,1003.3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-07-25,115689.0,30.3,28.2,32.9,0.0,12.4,1001.9,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-07-26,97332.0,29.9,27.5,32.0,0.0,11.5,1002.2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-07-27,98751.0,29.9,27.0,32.2,0.1,13.4,1005.5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-07-28,118037.0,30.3,25.9,32.7,0.0,13.4,1007.1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-07-29,116983.0,30.9,29.0,33.9,0.0,13.3,1004.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-07-30,117561.0,30.1,26.2,33.2,0.0,12.8,1002.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-07-31,115767.0,29.7,26.7,32.9,0.0,10.1,1004.2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-08-01,110462.0,29.9,26.2,33.2,0.0,11.5,1005.6,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-08-02,98981.0,29.8,26.1,32.7,0.0,11.2,1005.4,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-08-03,95698.0,29.7,27.2,32.0,0.0,12.0,1005.0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-08-04,100526.0,28.8,25.5,31.7,0.0,10.8,1005.7,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-08-05,109626.0,29.1,26.0,31.6,0.0,11.5,1005.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-08-06,109496.0,29.5,27.5,32.1,0.0,12.7,1005.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-08-07,109723.0,29.3,25.2,32.4,0.0,11.9,1005.5,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-08-08,110483.0,29.8,27.4,32.7,0.0,11.7,1006.7,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-08-09,96411.0,29.1,25.2,32.4,0.0,10.7,1007.8,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-08-10,93792.0,29.5,27.0,31.6,0.0,11.9,1008.6,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-08-11,110077.0,29.6,28.0,31.5,0.0,12.2,1006.8,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-08-12,115742.0,30.0,28.2,32.6,0.0,12.8,1005.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-08-13,113966.0,29.9,28.1,32.7,0.0,12.0,1006.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-08-14,111870.0,29.2,26.0,32.2,0.0,10.0,1007.0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-08-15,110340.0,29.4,25.7,31.7,0.0,10.5,1007.2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-08-16,97989.0,29.8,27.7,32.2,0.0,11.8,1004.9,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-08-17,97989.0,29.8,27.0,32.6,0.2,11.4,1003.1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-08-18,114689.0,29.7,26.1,33.4,0.0,10.1,1004.7,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-08-19,116637.0,29.3,25.4,33.2,0.0,9.7,1007.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-08-20,111800.0,28.8,25.7,31.6,0.0,10.5,1008.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-08-21,116749.0,29.0,25.4,31.5,0.0,11.1,1005.9,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-08-22,119479.0,29.9,28.6,31.7,0.0,12.7,1005.4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-08-23,99697.0,29.5,26.2,31.9,0.0,10.8,1007.6,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-08-24,97752.0,29.6,27.7,32.1,0.0,10.9,1007.6,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-08-25,115569.0,29.7,26.7,32.9,0.0,10.0,1006.2,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-08-26,120208.0,29.4,25.9,31.9,0.0,11.2,1006.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-08-27,115434.0,29.4,26.2,31.7,0.0,11.1,1008.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-08-28,107826.0,28.8,25.1,31.6,0.0,11.0,1010.9,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-08-29,108370.0,29.2,28.1,30.9,0.0,13.3,1010.4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-08-30,96163.0,29.3,27.4,31.1,0.0,14.3,1009.9,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-08-31,95397.0,29.3,27.7,31.1,0.0,13.1,1009.3,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-09-01,105766.0,29.1,27.7,31.2,0.0,12.0,1009.3,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-09-02,106096.0,28.7,25.1,31.5,0.0,11.7,1012.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-09-03,106069.0,28.2,24.9,30.6,0.0,11.1,1012.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-09-04,106500.0,28.6,27.1,31.0,0.0,12.0,1010.1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-09-05,106757.0,28.2,24.5,30.7,0.0,10.8,1008.1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-09-06,96964.0,28.7,26.0,31.5,0.5,10.6,1008.0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-09-07,96585.0,29.0,26.1,32.4,0.0,10.1,1009.0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-09-08,112241.0,29.0,25.0,32.5,0.0,9.6,1008.3,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-09-09,114519.0,28.2,24.2,31.7,0.0,10.8,1008.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-09-10,110923.0,28.3,26.9,30.1,0.0,12.6,1008.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-09-11,105452.0,27.6,22.9,30.5,0.0,11.7,1009.7,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-09-12,111722.0,28.9,24.1,32.1,0.0,12.2,1010.3,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-09-13,100485.0,29.0,26.6,31.0,0.0,14.2,1009.4,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-09-14,92717.0,28.4,27.0,30.1,0.0,14.1,1008.7,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-09-15,108479.0,28.5,27.5,30.5,0.0,15.2,1007.6,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-09-16,100363.0,27.5,23.8,29.0,0.0,13.7,1009.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-09-17,100010.0,26.0,22.3,29.0,1.0,10.1,1012.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-09-18,98290.0,26.2,21.1,29.0,0.2,11.8,1013.6,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-09-19,100156.0,26.3,21.1,29.0,0.0,10.4,1011.7,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-09-20,95161.0,26.4,21.5,31.0,0.0,9.7,1010.9,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-09-21,89529.0,25.9,21.5,30.0,0.4,10.0,1010.9,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-09-22,97746.0,25.8,21.7,29.0,1.5,12.0,1010.9,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-09-23,96728.0,24.4,19.6,30.0,0.9,9.8,1012.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-09-24,98292.0,25.0,19.2,30.0,0.0,12.4,1013.2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-09-25,104095.0,26.1,21.2,30.0,0.0,15.8,1012.4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-09-26,103063.0,26.4,21.8,30.0,0.0,13.6,1010.8,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-09-27,90216.0,25.9,20.7,30.0,0.0,10.2,1009.8,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-09-28,91621.0,25.5,20.7,30.0,0.0,9.2,1009.3,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-09-29,101640.0,25.7,21.6,30.0,0.0,9.2,1009.0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-09-30,96855.0,24.2,18.7,29.0,0.0,9.5,1008.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-10-01,91908.0,24.4,20.2,28.0,1.3,12.7,1008.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-10-02,75944.0,23.8,19.0,27.0,0.0,10.6,1011.2,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,Demi-férié
2024-10-03,72760.0,23.1,17.0,28.0,0.0,10.1,1014.3,1,0,1,3,0,0,0,0,1,0,0,0,1,0,1,0,Férié complet
2024-10-04,79876.0,23.9,18.0,29.0,0.0,12.0,1013.6,1,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,Férié complet
2024-10-05,86482.0,24.2,19.0,29.0,0.0,12.4,1011.6,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-10-06,101046.0,24.9,20.4,28.0,0.0,11.6,1010.9,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-10-07,100032.0,24.8,20.6,28.0,0.0,10.4,1013.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-10-08,101761.0,24.5,19.0,29.0,0.0,11.0,1015.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-10-09,102543.0,24.2,18.8,28.0,0.0,10.4,1014.5,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-10-10,97667.0,23.6,18.7,28.0,0.0,9.9,1012.5,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-10-11,78634.0,23.2,17.7,27.5,0.0,8.3,1012.0,0,1,1,4,0,0,0,0,0,1,0,1,0,0,0,0,Demi-férié
2024-10-12,75933.0,23.4,18.7,28.1,0.0,9.2,1012.5,1,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,Férié complet
2024-10-13,95619.0,23.7,18.4,28.0,0.0,8.9,1012.9,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-10-14,94498.0,24.0,18.7,30.0,0.0,8.0,1012.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-10-15,92031.0,24.2,18.9,29.0,0.0,8.7,1012.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-10-16,75923.0,23.9,20.0,27.0,0.0,9.2,1013.7,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,Demi-férié
2024-10-17,73663.0,23.1,17.8,28.0,0.2,9.1,1012.6,1,0,1,3,0,0,0,0,1,0,0,0,1,0,1,0,Férié complet
2024-10-18,67966.0,23.2,18.2,28.0,2.1,12.2,1011.8,0,1,1,4,0,0,0,0,0,1,0,1,0,0,0,0,Demi-férié
2024-10-19,60470.0,20.9,15.2,26.0,0.0,14.3,1015.7,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-10-20,70178.0,20.4,14.6,26.0,0.0,15.3,1018.4,0,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,Demi-férié
2024-10-21,70795.0,20.6,15.2,26.0,0.0,17.9,1018.4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Demi-férié
2024-10-22,66293.0,19.4,13.7,25.0,0.0,19.1,1017.6,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,Demi-férié
2024-10-23,55301.0,18.5,12.1,26.0,0.0,14.5,1019.3,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,Demi-férié
2024-10-24,52907.0,19.0,12.3,26.0,0.0,15.4,1019.6,1,0,1,3,0,0,0,0,1,0,0,0,1,0,1,0,Férié complet
2024-10-25,55908.0,19.8,13.4,28.0,0.0,16.2,1017.3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-10-26,58540.0,21.3,15.4,29.0,0.0,17.8,1016.0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-10-27,69613.0,20.8,14.2,28.0,0.0,11.9,1017.8,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-10-28,74098.0,20.9,15.6,28.0,0.0,11.5,1016.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-10-29,74808.0,20.0,14.4,25.0,0.0,11.1,1013.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-10-30,75133.0,19.9,14.3,25.0,0.0,9.3,1011.8,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-10-31,77409.0,20.1,15.5,24.0,0.0,11.9,1012.2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-11-01,66422.0,22.1,17.3,28.0,0.0,13.5,1012.4,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
